InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
I536068,F040,LOQUAT,1,11/24/2024 0:00,4.39,13159,Brazil,0.1,Wire Transfer,312.21,Stone Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,V043,BELL PEPPERS (MIXED),24,11/24/2024 0:00,2.59,13159,Brazil,0.05,Wire Transfer,4.47,Vegetables,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F005,PAPAYA (RED),35,11/24/2024 0:00,3.55,13159,Brazil,0.03,Wire Transfer,3.36,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F010,GUAVA (PINK),31,11/24/2024 0:00,3.92,13159,Brazil,0,Wire Transfer,8.67,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F005,PAPAYA (RED),27,11/24/2024 0:00,5.43,13159,Brazil,0.03,Wire Transfer,6.74,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),43,11/24/2024 0:00,5.3,13159,Brazil,0.04,Wire Transfer,5.63,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F020,CEDRAT,25,11/24/2024 0:00,2.48,13159,Brazil,0.03,Wire Transfer,2.98,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),59,11/24/2024 0:00,5.12,13159,Brazil,0.03,Wire Transfer,5.51,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F007,STAR FRUIT,42,11/24/2024 0:00,4.51,13159,Brazil,0.01,Wire Transfer,6.75,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F004,COCONUT (YOUNG),45,11/24/2024 0:00,4.64,13159,Brazil,0.04,Wire Transfer,8.71,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F008,DRAGON FRUIT,36,11/24/2024 0:00,6.93,13159,Brazil,0.02,Wire Transfer,8.2,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F010,GUAVA (PINK),57,11/24/2024 0:00,5.31,13159,Brazil,0,Wire Transfer,4.47,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F002,PINEAPPLE (HAWAIIAN),37,11/24/2024 0:00,6.8,13159,Brazil,0,Wire Transfer,7.95,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F008,DRAGON FRUIT,78,11/24/2024 0:00,3.19,13159,Brazil,0.02,Wire Transfer,8.5,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F014,GRAPEFRUIT (RUBY RED),27,11/24/2024 0:00,1.14,13159,Brazil,0.05,Wire Transfer,2.55,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F019,KUMQUAT,21,11/24/2024 0:00,2.48,13159,Brazil,0.01,Wire Transfer,3.64,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F011,ORANGE (VALENCIA),31,11/24/2024 0:00,2.26,13159,Brazil,0.03,Wire Transfer,2.15,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F002,PINEAPPLE (HAWAIIAN),67,11/24/2024 0:00,4.4,13159,Brazil,0.03,Wire Transfer,11.41,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),39,11/24/2024 0:00,6.73,13159,Brazil,0.02,Wire Transfer,7.91,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F018,CLEMENTINE,28,11/24/2024 0:00,2.57,13159,Brazil,0,Wire Transfer,2.83,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),66,11/24/2024 0:00,6.4,13159,Brazil,0.02,Wire Transfer,11.83,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F007,STAR FRUIT,41,11/24/2024 0:00,5.91,13159,Brazil,0.04,Wire Transfer,4.12,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F023,RASPBERRIES (HALF PINT),54,11/24/2024 0:00,6.41,13159,Brazil,0.03,Wire Transfer,5.26,Berries,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F004,COCONUT (YOUNG),89,11/24/2024 0:00,2.9,13159,Brazil,0.05,Wire Transfer,4.93,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F003,MANGO (ALPHONSO),46,11/24/2024 0:00,4.65,13159,Brazil,0.03,Wire Transfer,6.29,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F003,MANGO (ALPHONSO),70,11/24/2024 0:00,6.11,13159,Brazil,0.1,Wire Transfer,8.87,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F002,PINEAPPLE (HAWAIIAN),30,11/24/2024 0:00,4.46,13159,Brazil,0.02,Wire Transfer,3.66,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F003,MANGO (ALPHONSO),59,11/24/2024 0:00,4.63,13159,Brazil,0.1,Wire Transfer,12.07,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F032,PLUMS (BLACK),37,11/24/2024 0:00,2.49,13159,Brazil,0.01,Wire Transfer,5.37,Stone Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F002,PINEAPPLE (HAWAIIAN),43,11/24/2024 0:00,3.65,13159,Brazil,0.05,Wire Transfer,4.94,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F040,LOQUAT,1,11/24/2024 0:00,4.47,13159,Brazil,0.15,Wire Transfer,318.76,Stone Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F004,COCONUT (YOUNG),59,11/24/2024 0:00,4.54,13159,Brazil,0.02,Wire Transfer,6.04,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F012,LEMON (MEYER),14,11/24/2024 0:00,2.6,13159,Brazil,0.03,Wire Transfer,5.98,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),68,11/24/2024 0:00,4.24,13159,Brazil,0,Wire Transfer,7.72,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F008,DRAGON FRUIT,26,11/24/2024 0:00,6.54,13159,Brazil,0.04,Wire Transfer,7.63,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F005,PAPAYA (RED),87,11/24/2024 0:00,3.8,13159,Brazil,0.03,Wire Transfer,5.78,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F015,TANGERINE (HONEY),33,11/24/2024 0:00,2.48,13159,Brazil,0.03,Wire Transfer,2.2,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),63,11/24/2024 0:00,4.39,13159,Brazil,0,Wire Transfer,6.12,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),30,11/24/2024 0:00,4.14,13159,Brazil,0.05,Wire Transfer,5.61,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F005,PAPAYA (RED),76,11/24/2024 0:00,3.57,13159,Brazil,0.03,Wire Transfer,11.83,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F007,STAR FRUIT,64,11/24/2024 0:00,4.66,13159,Brazil,0.02,Wire Transfer,7.82,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),51,11/24/2024 0:00,5.19,13159,Brazil,0.04,Wire Transfer,6.26,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F004,COCONUT (YOUNG),47,11/24/2024 0:00,3.93,13159,Brazil,0.02,Wire Transfer,4.44,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),24,11/24/2024 0:00,7.98,13159,Brazil,0.01,Wire Transfer,4.67,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F015,TANGERINE (HONEY),1,11/24/2024 0:00,1.57,13159,Brazil,0.15,Wire Transfer,311.22,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F001,BANANA (ORGANIC),78,11/24/2024 0:00,5.88,13159,Brazil,0,Wire Transfer,4.55,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F001,BANANA (ORGANIC),34,11/24/2024 0:00,3.75,13159,Brazil,0.03,Wire Transfer,3.9,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),81,11/24/2024 0:00,4,13159,Brazil,0.02,Wire Transfer,11.13,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F037,FIGS (BLACK),17,11/24/2024 0:00,2.82,13159,Brazil,0.05,Wire Transfer,6.98,Stone Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F010,GUAVA (PINK),34,11/24/2024 0:00,6.84,13159,Brazil,0.02,Wire Transfer,7,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F002,PINEAPPLE (HAWAIIAN),48,11/24/2024 0:00,3.94,13159,Brazil,0.02,Wire Transfer,4.53,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,V042,BROCCOLI (CROWNS),1,11/24/2024 0:00,3.58,13159,Brazil,0.1,Wire Transfer,296.08,Vegetables,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F040,LOQUAT,1,11/24/2024 0:00,4.02,13159,Brazil,0.1,Wire Transfer,328.21,Stone Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F015,TANGERINE (HONEY),23,11/24/2024 0:00,2.68,13159,Brazil,0.02,Wire Transfer,3.51,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F010,GUAVA (PINK),62,11/24/2024 0:00,5.41,13159,Brazil,0.01,Wire Transfer,7.13,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F004,COCONUT (YOUNG),66,11/24/2024 0:00,5.26,13159,Brazil,0.01,Wire Transfer,4.94,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),36,11/24/2024 0:00,4.7,13159,Brazil,0.04,Wire Transfer,5.75,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F004,COCONUT (YOUNG),82,11/24/2024 0:00,3.31,13159,Brazil,0.02,Wire Transfer,12.5,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F007,STAR FRUIT,70,11/24/2024 0:00,2.73,13159,Brazil,0.03,Wire Transfer,11.46,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F016,POMELO,21,11/24/2024 0:00,1.93,13159,Brazil,0.03,Wire Transfer,3.42,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),76,11/24/2024 0:00,6.38,13159,Brazil,0.02,Wire Transfer,15.57,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,V050,POTATOES (RUSSET),24,11/24/2024 0:00,3.89,13159,Brazil,0.02,Wire Transfer,5.16,Vegetables,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F016,POMELO,33,11/24/2024 0:00,1.26,13159,Brazil,0,Wire Transfer,3.41,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F005,PAPAYA (RED),34,11/24/2024 0:00,7.26,13159,Brazil,0.02,Wire Transfer,5.32,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F028,CURRANTS (RED),49,11/24/2024 0:00,5.81,13159,Brazil,0.03,Wire Transfer,4.69,Berries,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F002,PINEAPPLE (HAWAIIAN),46,11/24/2024 0:00,5.04,13159,Brazil,0.03,Wire Transfer,8.53,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,V043,BELL PEPPERS (MIXED),21,11/24/2024 0:00,1.86,13159,Brazil,0.03,Wire Transfer,4.96,Vegetables,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,V041,AVOCADO (HASS),48,11/24/2024 0:00,2.01,13159,Brazil,0.02,Wire Transfer,4.98,Vegetables,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F019,KUMQUAT,1,11/24/2024 0:00,1.82,13159,Brazil,0.15,Wire Transfer,318.84,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F010,GUAVA (PINK),88,11/24/2024 0:00,2.99,13159,Brazil,0,Wire Transfer,12.98,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F010,GUAVA (PINK),75,11/24/2024 0:00,6.89,13159,Brazil,0.05,Wire Transfer,14.71,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F005,PAPAYA (RED),80,11/24/2024 0:00,3.58,13159,Brazil,0.04,Wire Transfer,7.15,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F002,PINEAPPLE (HAWAIIAN),66,11/24/2024 0:00,7.97,13159,Brazil,0.05,Wire Transfer,7.16,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F014,GRAPEFRUIT (RUBY RED),26,11/24/2024 0:00,1.53,13159,Brazil,0.02,Wire Transfer,3.61,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F008,DRAGON FRUIT,42,11/24/2024 0:00,4.23,13159,Brazil,0.03,Wire Transfer,5.88,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F010,GUAVA (PINK),70,11/24/2024 0:00,5.47,13159,Brazil,0.02,Wire Transfer,5.95,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F001,BANANA (ORGANIC),73,11/24/2024 0:00,4.86,13159,Brazil,0.03,Wire Transfer,5.53,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),44,11/24/2024 0:00,5.31,13159,Brazil,0.02,Wire Transfer,6.91,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F019,KUMQUAT,14,11/24/2024 0:00,2.43,13159,Brazil,0.01,Wire Transfer,5.66,Citrus,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F010,GUAVA (PINK),62,11/24/2024 0:00,5.41,13159,Brazil,0.05,Wire Transfer,12.27,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),55,11/24/2024 0:00,6.55,13159,Brazil,0.04,Wire Transfer,9.14,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F006,KIWI (GREEN),64,11/24/2024 0:00,2.91,13159,Brazil,0.05,Wire Transfer,11.56,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F005,PAPAYA (RED),62,11/24/2024 0:00,6.02,13159,Brazil,0.05,Wire Transfer,7.59,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F039,PRUNES (DRIED),23,11/24/2024 0:00,4.39,13159,Brazil,0.05,Wire Transfer,5.11,Stone Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F005,PAPAYA (RED),61,11/24/2024 0:00,2.95,13159,Brazil,0.03,Wire Transfer,8.22,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F032,PLUMS (BLACK),31,11/24/2024 0:00,4.93,13159,Brazil,0.02,Wire Transfer,5.93,Stone Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F002,PINEAPPLE (HAWAIIAN),66,11/24/2024 0:00,3.91,13159,Brazil,0.03,Wire Transfer,12.58,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F008,DRAGON FRUIT,53,11/24/2024 0:00,4.35,13159,Brazil,0.04,Wire Transfer,10.9,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F010,GUAVA (PINK),79,11/24/2024 0:00,3.49,13159,Brazil,0.04,Wire Transfer,11.24,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F007,STAR FRUIT,36,11/24/2024 0:00,6.4,13159,Brazil,0.03,Wire Transfer,4.84,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F002,PINEAPPLE (HAWAIIAN),56,11/24/2024 0:00,5.54,13159,Brazil,0.05,Wire Transfer,3.78,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536068,F004,COCONUT (YOUNG),42,11/24/2024 0:00,3.42,13159,Brazil,0.04,Wire Transfer,7.78,Tropical Fruit,Distributor,,Correios BR,SA1 (Brazil),Low
I536069,F003,MANGO (ALPHONSO),46,1/10/2023 0:00,5.56,12874,Brazil,0.03,Local Payment,7.83,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F035,NECTARINES,23,1/10/2023 0:00,4.04,12874,Brazil,0.02,Local Payment,3.96,Stone Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F009,PASSION FRUIT,42,1/10/2023 0:00,4.28,12874,Brazil,0.04,Local Payment,7.9,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F002,PINEAPPLE (HAWAIIAN),46,1/10/2023 0:00,4.98,12874,Brazil,0,Local Payment,8.89,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F010,GUAVA (PINK),44,1/10/2023 0:00,7.17,12874,Brazil,0.02,Local Payment,7.64,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F006,KIWI (GREEN),43,1/10/2023 0:00,5.05,12874,Brazil,0,Local Payment,5.97,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,V045,TOMATOES (HEIRLOOM),31,1/10/2023 0:00,2.07,12874,Brazil,0.03,Local Payment,3.58,Vegetables,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F003,MANGO (ALPHONSO),61,1/10/2023 0:00,5.67,12874,Brazil,0.01,Local Payment,10.33,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F005,PAPAYA (RED),40,1/10/2023 0:00,4.01,12874,Brazil,0.05,Local Payment,8.03,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F016,POMELO,27,1/10/2023 0:00,1.45,12874,Brazil,0.05,Local Payment,3.26,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F005,PAPAYA (RED),46,1/10/2023 0:00,4.22,12874,Brazil,0.04,Local Payment,10.09,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F002,PINEAPPLE (HAWAIIAN),77,1/10/2023 0:00,3.68,12874,Brazil,0.04,Local Payment,10.8,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F006,KIWI (GREEN),60,1/10/2023 0:00,3.78,12874,Brazil,0.02,Local Payment,4.92,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F004,COCONUT (YOUNG),30,1/10/2023 0:00,6.21,12874,Brazil,0.04,Local Payment,5.3,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F011,ORANGE (VALENCIA),9,1/10/2023 0:00,3.27,12874,Brazil,0.03,Local Payment,10.59,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F001,BANANA (ORGANIC),76,1/10/2023 0:00,5.73,12874,Brazil,0.02,Local Payment,12.32,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F017,BLOOD ORANGE,20,1/10/2023 0:00,1.19,12874,Brazil,0.05,Local Payment,4.11,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F002,PINEAPPLE (HAWAIIAN),61,1/10/2023 0:00,2.81,12874,Brazil,0.04,Local Payment,5.09,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F008,DRAGON FRUIT,51,1/10/2023 0:00,4.4,12874,Brazil,0.05,Local Payment,6.29,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F016,POMELO,23,1/10/2023 0:00,2.09,12874,Brazil,0.03,Local Payment,3.68,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F006,KIWI (GREEN),52,1/10/2023 0:00,5.2,12874,Brazil,0.04,Local Payment,8.88,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F007,STAR FRUIT,81,1/10/2023 0:00,3.18,12874,Brazil,0.02,Local Payment,15.64,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F004,COCONUT (YOUNG),34,1/10/2023 0:00,4.31,12874,Brazil,0.04,Local Payment,5.27,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,V045,TOMATOES (HEIRLOOM),18,1/10/2023 0:00,2.82,12874,Brazil,0.01,Local Payment,4.75,Vegetables,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F003,MANGO (ALPHONSO),35,1/10/2023 0:00,6.07,12874,Brazil,0,Local Payment,7.07,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F007,STAR FRUIT,53,1/10/2023 0:00,5.96,12874,Brazil,0.02,Local Payment,6.33,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F011,ORANGE (VALENCIA),30,1/10/2023 0:00,1.28,12874,Brazil,0.04,Local Payment,2.64,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F006,KIWI (GREEN),29,1/10/2023 0:00,5.22,12874,Brazil,0.02,Local Payment,6.62,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F002,PINEAPPLE (HAWAIIAN),55,1/10/2023 0:00,4.54,12874,Brazil,0.02,Local Payment,5.28,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F009,PASSION FRUIT,55,1/10/2023 0:00,4.27,12874,Brazil,0.04,Local Payment,10.27,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F019,KUMQUAT,14,1/10/2023 0:00,1.56,12874,Brazil,0.03,Local Payment,6.13,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F002,PINEAPPLE (HAWAIIAN),57,1/10/2023 0:00,5.97,12874,Brazil,0,Local Payment,11.06,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F011,ORANGE (VALENCIA),1,1/10/2023 0:00,1.33,12874,Brazil,0.15,Local Payment,311.73,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F005,PAPAYA (RED),39,1/10/2023 0:00,4.92,12874,Brazil,0.02,Local Payment,4.39,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F009,PASSION FRUIT,31,1/10/2023 0:00,4.09,12874,Brazil,0.04,Local Payment,4.37,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F028,CURRANTS (RED),80,1/10/2023 0:00,4.28,12874,Brazil,0.1,Local Payment,5.7,Berries,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F010,GUAVA (PINK),25,1/10/2023 0:00,5.13,12874,Brazil,0.03,Local Payment,3.98,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F040,LOQUAT,1,1/10/2023 0:00,3.82,12874,Brazil,0.1,Local Payment,297.99,Stone Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F040,LOQUAT,28,1/10/2023 0:00,4.77,12874,Brazil,0,Local Payment,3.49,Stone Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F005,PAPAYA (RED),58,1/10/2023 0:00,3.34,12874,Brazil,0.02,Local Payment,5.79,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F008,DRAGON FRUIT,38,1/10/2023 0:00,7.1,12874,Brazil,0.03,Local Payment,8.62,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F005,PAPAYA (RED),53,1/10/2023 0:00,6.85,12874,Brazil,0.02,Local Payment,3.72,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F021,STRAWBERRIES (1LB),57,1/10/2023 0:00,3.44,12874,Brazil,0,Local Payment,6.49,Berries,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F016,POMELO,16,1/10/2023 0:00,2.77,12874,Brazil,0,Local Payment,5.87,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
I536069,V043,BELL PEPPERS (MIXED),19,1/10/2023 0:00,4.65,12874,Brazil,0.04,Local Payment,5.1,Vegetables,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F017,BLOOD ORANGE,1,1/10/2023 0:00,1.63,12874,Brazil,0.1,Local Payment,286.76,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
I536069,V044,CUCUMBERS (PERSIAN),1,1/10/2023 0:00,2.34,12874,Brazil,0.15,Local Payment,298.13,Vegetables,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F007,STAR FRUIT,81,1/10/2023 0:00,5.1,12874,Brazil,0.03,Local Payment,9.04,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,V042,BROCCOLI (CROWNS),1,1/10/2023 0:00,3.02,12874,Brazil,0.15,Local Payment,320.24,Vegetables,Online,,RodoLogistics,SA1 (Brazil),High
I536069,V041,AVOCADO (HASS),15,1/10/2023 0:00,4.49,12874,Brazil,0.02,Local Payment,5.92,Vegetables,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F010,GUAVA (PINK),35,1/10/2023 0:00,3.17,12874,Brazil,0.1,Local Payment,4.7,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F018,CLEMENTINE,10,1/10/2023 0:00,1.65,12874,Brazil,0,Local Payment,10.05,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F008,DRAGON FRUIT,39,1/10/2023 0:00,6.8,12874,Brazil,0.03,Local Payment,6.72,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F001,BANANA (ORGANIC),55,1/10/2023 0:00,4.27,12874,Brazil,0.05,Local Payment,8.98,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F013,LIME (KEY),23,1/10/2023 0:00,1.62,12874,Brazil,0.01,Local Payment,3.38,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F009,PASSION FRUIT,36,1/10/2023 0:00,5.34,12874,Brazil,0.02,Local Payment,4.48,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F030,ACAI (FROZEN),47,1/10/2023 0:00,6.75,12874,Brazil,0.05,Local Payment,3.55,Berries,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F035,NECTARINES,24,1/10/2023 0:00,4.11,12874,Brazil,0.02,Local Payment,4.81,Stone Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F001,BANANA (ORGANIC),28,1/10/2023 0:00,5.37,12874,Brazil,0.03,Local Payment,7.19,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F006,KIWI (GREEN),37,1/10/2023 0:00,5.89,12874,Brazil,0.1,Local Payment,5.63,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),High
I536069,F015,TANGERINE (HONEY),33,1/10/2023 0:00,1.88,12874,Brazil,0.05,Local Payment,2.08,Citrus,Online,,RodoLogistics,SA1 (Brazil),High
